,success,NetworkStrength,ClientTenure,Employees,state,Industry,population,tot_payroll_q1,tot_payroll_annual,tot_employers,company_size,income_cat
26686,0,0.2229,3,11,TN,I22,927644.0,796100.0,3350629.0,1414.0,Small,Upper
26687,0,0.1787,5,478,TX,I09,455746.0,1210204.0,3717777.0,2257.0,Large,Upper
26695,0,1.229,2,28,TN,Unknown,98963.0,4066.0,17844.0,54.0,Small,Low
26699,0,-0.6094,6,82,MN,I23,200226.0,23510.0,100109.0,242.0,Medium,Low
26700,0,-0.2097,20,31,PA,I13,1223348.0,691621.0,2531348.0,1198.0,Small,Upper
26714,0,-0.2755,20,197,MS,I26,59779.0,106855.0,448776.0,469.0,Medium,Lower-Middle
26723,0,0.2401,2,16,NV,I15,1951269.0,134976.0,539273.0,965.0,Small,Lower-Middle
26725,1,0.5835,1,180,IN,I12,274569.0,183709.0,734562.0,1230.0,Medium,Middle
26731,1,0.8253,22,18,OH,I22,1280122.0,220917.0,917369.0,973.0,Small,Middle
26750,0,-1.2375,5,26,PA,I20,31946.0,26250.0,108667.0,209.0,Small,Low
26752,0,-0.0671,1,22,MI,I19,1202362.0,43907.0,182338.0,360.0,Small,Low
26763,1,0.2259,1,38,MD,Unknown,537656.0,69519.0,305481.0,647.0,Small,Lower-Middle
26789,1,0.2401,9,1056,NC,I19,919628.0,819838.0,3277986.0,1670.0,Large,Upper
26799,0,0.3749,1,18,TX,Unknown,2368139.0,839007.0,2278237.0,589.0,Small,Upper
26812,0,0.58,16,139,GA,I14,100157.0,190287.0,777799.0,1231.0,Medium,Middle
26814,0,0.3413,6,16,TX,I12,1024266.0,942202.0,3788470.0,2354.0,Small,Upper
26815,0,0.6907,2,19,MI,I20,1202362.0,261214.0,1052361.0,1177.0,Small,Upper Middle
26825,1,-0.3061,23,42,SC,I26,33062.0,17938.0,79320.0,224.0,Small,Low
26827,0,0.5313,3,11,MN,I27,238136.0,14983.0,65085.0,110.0,Small,Low
26834,1,0.1126,43,50,IN,I13,355329.0,194700.0,750219.0,737.0,Small,Middle
26841,0,0.6907,30,11,MI,I16,1202362.0,180503.0,660242.0,669.0,Small,Middle
26850,0,0.5411,3,26,CA,I27,9818605.0,203449.0,788850.0,589.0,Small,Middle
26854,0,0.0558,2,30,CA,I25,805235.0,157785.0,661405.0,948.0,Small,Middle
26861,0,0.6859,37,307,MI,I27,840978.0,62431.0,284579.0,657.0,Large,Lower-Middle
26868,0,0.0978,2,25,SC,I27,451225.0,356691.0,1419816.0,1403.0,Small,Upper Middle
26888,0,-1.3829,1,40,TX,I19,24554.0,29129.0,125596.0,376.0,Small,Low
26904,0,0.3777,1,3,TX,Unknown,1809034.0,423641.0,1541230.0,1797.0,Micro,Upper Middle
26907,0,0.0389,12,14,AZ,I01,980263.0,148723.0,638162.0,1147.0,Small,Middle
26917,0,0.1056,4,60,IL,I04,5194675.0,987970.0,3109858.0,1089.0,Medium,Upper
26922,0,0.3849,22,49,MI,I20,344791.0,80048.0,308855.0,355.0,Small,Lower-Middle
26934,0,0.3749,25,10,TX,I22,2368139.0,457627.0,1831103.0,1717.0,Micro,Upper Middle
26937,0,0.4239,5,26,CA,Unknown,930450.0,299718.0,1264615.0,1556.0,Small,Upper Middle
26940,0,0.1789,13,26,MO,I22,275174.0,306621.0,1252599.0,1175.0,Small,Upper Middle
26948,0,0.6284,22,90,CA,I09,3095313.0,762396.0,2678184.0,2189.0,Medium,Upper
26967,0,0.5041,14,17,MN,I23,91042.0,235671.0,1044594.0,701.0,Small,Middle
26968,0,0.0034,32,66,MI,I20,107771.0,118346.0,508426.0,961.0,Medium,Lower-Middle
26970,1,-0.3813,35,156,NC,I27,13228.0,28465.0,104046.0,170.0,Medium,Low
26979,0,-0.6195,2,27,WI,I15,43857.0,120645.0,497425.0,607.0,Small,Lower-Middle
26988,0,0.149,1,300,TX,Unknown,782341.0,2318878.0,8047063.0,2076.0,Large,Upper
27000,1,-0.8269,1,45,MO,Unknown,13982.0,4611.0,19296.0,108.0,Small,Low
27006,0,0.1056,8,19,IL,I12,916924.0,714133.0,2644657.0,1453.0,Small,Upper
27007,1,0.1056,2,23,IL,I26,5194675.0,66795.0,280253.0,228.0,Small,Lower-Middle
27010,0,-0.571,12,42,ND,I15,61675.0,173198.0,700819.0,1327.0,Small,Middle
27011,1,0.2229,5,46,TN,I23,927644.0,39195.0,163907.0,313.0,Small,Low
27046,0,0.1056,5,95,IL,I20,5194675.0,107967.0,460283.0,666.0,Medium,Lower-Middle
27065,0,-0.2097,28,16,PA,I20,1223348.0,80755.0,345820.0,569.0,Small,Lower-Middle
27071,0,0.7132,30,14,MI,I20,602622.0,78906.0,335072.0,422.0,Small,Lower-Middle
27080,0,-0.104,16,38,NM,I27,131561.0,49564.0,185067.0,240.0,Small,Low
27084,0,-0.7931,22,10,WI,I23,195408.0,38186.0,157430.0,236.0,Micro,Low
27109,0,0.5835,6,66,IN,I20,70002.0,10417.0,49818.0,196.0,Medium,Low
27110,0,-0.9348,9,2,IA,I23,16303.0,44817.0,166715.0,289.0,Micro,Low
27119,0,0.292,3,74,AZ,I20,3817117.0,37436.0,150991.0,124.0,Medium,Low
27120,0,0.1815,28,85,IL,I27,916924.0,2859.0,14647.0,86.0,Medium,Low
27128,0,-0.3986,12,54,OK,I21,603403.0,182395.0,731293.0,503.0,Medium,Middle
27136,0,0.3413,1,91,TX,Unknown,1024266.0,1280006.0,4929090.0,3026.0,Medium,Upper
27150,0,0.7163,25,107,CO,I12,159063.0,61358.0,250751.0,530.0,Medium,Low
27157,0,0.292,24,461,AZ,Unknown,3817117.0,156637.0,618337.0,894.0,Large,Middle
27193,0,-0.3153,10,124,MS,I27,139668.0,24641.0,106119.0,235.0,Medium,Low
27227,0,0.5411,4,87,CA,I27,9818605.0,446540.0,1760365.0,2287.0,Medium,Upper Middle
27240,0,-0.5422,5,12,AL,I27,101547.0,61740.0,274495.0,341.0,Small,Lower-Middle
27241,0,-0.7695,1,226,ID,Unknown,392365.0,348311.0,1471377.0,2005.0,Medium,Upper Middle
27254,0,0.1016,3,40,OH,I20,230041.0,422695.0,1643426.0,2046.0,Small,Upper Middle
27263,1,0.3749,3,36,TX,I15,2368139.0,1225209.0,4305769.0,1750.0,Small,Upper
27272,0,0.1805,37,15,TX,Unknown,1809034.0,103249.0,419392.0,465.0,Small,Lower-Middle
27284,0,0.1056,14,42,IL,I27,5194675.0,1547082.0,6166861.0,2966.0,Small,Upper
27319,0,-0.4163,2,9,WI,I23,20449.0,51758.0,234718.0,276.0,Micro,Low
27344,0,-0.0348,2,104,IN,I20,56640.0,89915.0,379944.0,546.0,Medium,Lower-Middle
27348,0,0.3567,2,55,IL,I22,12640.0,4695.0,21359.0,29.0,Medium,Low
27351,1,0.149,2,32,TX,I12,782341.0,394004.0,1605568.0,1966.0,Small,Upper Middle
27361,0,0.3197,39,135,FL,I12,1145956.0,391099.0,1645530.0,1816.0,Medium,Upper Middle
27364,0,0.3413,44,65,LA,I13,254969.0,195841.0,789597.0,813.0,Medium,Middle
27365,0,0.1805,27,36,TX,I13,1809034.0,774648.0,3009328.0,1478.0,Small,Upper
27368,0,0.622,14,52,OH,I27,441815.0,168172.0,597950.0,834.0,Medium,Middle
27372,0,0.1805,2,39,TX,I11,1809034.0,173550.0,683094.0,976.0,Small,Middle
27378,0,0.7132,8,22,MI,I15,602622.0,167012.0,689988.0,651.0,Small,Middle
27380,0,-0.0953,1,40,NC,I11,133801.0,44020.0,184446.0,720.0,Small,Low
27383,0,0.6284,20,71,CA,I27,3095313.0,608495.0,2446241.0,2489.0,Medium,Upper
27397,0,-0.1424,15,12,IL,I12,703462.0,191301.0,739944.0,1314.0,Small,Middle
27407,0,0.3413,23,14,TX,I27,1024266.0,1280006.0,4929090.0,3026.0,Small,Upper
27410,0,0.7024,1,7,UT,Unknown,231236.0,94970.0,401344.0,814.0,Micro,Lower-Middle
27426,1,0.0978,4,234,SC,I15,451225.0,356691.0,1419816.0,1403.0,Medium,Upper Middle
27432,0,0.3413,19,188,TX,I25,1024266.0,128687.0,396331.0,597.0,Medium,Lower-Middle
27459,1,-1.4388,1,18,NC,Unknown,202667.0,266205.0,1105035.0,2207.0,Small,Upper Middle
27469,0,0.5411,3,127,CA,I21,9818605.0,68211.0,305624.0,957.0,Medium,Lower-Middle
27472,0,0.7382,2,21,OH,I15,61778.0,189378.0,799481.0,838.0,Small,Middle
27473,0,-1.0992,14,10,TX,I20,86771.0,107819.0,449924.0,697.0,Micro,Lower-Middle
27480,0,0.677,1,41,CA,Unknown,3010232.0,1355290.0,4998782.0,2461.0,Small,Upper
27485,0,-0.3161,23,198,ND,I22,149778.0,400169.0,1609982.0,1948.0,Medium,Upper Middle
27491,1,0.1011,9,89,TX,I26,4092459.0,62980.0,262605.0,630.0,Medium,Low
27493,0,0.4125,10,79,CA,I13,1781642.0,547232.0,2290072.0,2210.0,Medium,Upper
27512,0,0.3413,3,20,TX,I11,1024266.0,280101.0,1207492.0,1385.0,Small,Upper Middle
27521,0,0.3777,10,111,TX,I11,1809034.0,423641.0,1541230.0,1797.0,Medium,Upper Middle
27530,0,-0.6509,2,21,TX,I27,234906.0,271386.0,1176446.0,883.0,Small,Upper Middle
27537,1,-0.5895,1,90,NC,Unknown,267587.0,238415.0,990002.0,1156.0,Medium,Middle
27540,0,0.4294,6,20,MI,I25,152021.0,142321.0,521408.0,520.0,Small,Lower-Middle
27554,0,0.1011,1,31,TX,Unknown,4092459.0,409526.0,1527205.0,1810.0,Small,Upper Middle
27555,0,-0.2097,6,34,PA,I11,1223348.0,228984.0,989827.0,1629.0,Small,Middle
27561,1,-0.4704,2,16,LA,I27,254969.0,114356.0,459492.0,237.0,Small,Lower-Middle
27562,0,0.4554,10,20,MO,I27,319294.0,682715.0,2162391.0,789.0,Small,Upper
27568,1,0.227,1,25,MI,I23,48460.0,45422.0,178956.0,340.0,Small,Low
27583,0,0.1007,7,28,MO,I20,998954.0,151415.0,610253.0,644.0,Small,Middle
27594,0,-0.1124,6,14,MN,I14,1152425.0,978339.0,3131750.0,1177.0,Small,Upper
27598,1,-0.6876,28,26,NC,I12,202667.0,369514.0,1349373.0,1279.0,Small,Upper Middle
27606,0,0.4454,1,52,CA,I25,423895.0,194909.0,781992.0,1076.0,Medium,Middle
27607,0,0.6907,25,16,MI,I13,1202362.0,180503.0,660242.0,669.0,Small,Middle
27610,1,0.1815,31,13,IL,I19,916924.0,199315.0,806793.0,1038.0,Small,Middle
27633,0,-0.2097,16,108,PA,I07,1223348.0,535526.0,2197331.0,715.0,Medium,Upper
27638,1,-0.2127,1,33,WI,Unknown,86395.0,85818.0,374386.0,479.0,Small,Lower-Middle
27639,1,1.0705,9,37,NC,I27,162878.0,80288.0,334783.0,844.0,Small,Lower-Middle
27656,0,0.2229,2,35,TN,I27,927644.0,325137.0,1412826.0,847.0,Small,Upper Middle
27660,0,1.3716,13,11,OH,I09,541781.0,159263.0,646035.0,876.0,Small,Middle
27671,0,-0.6094,7,51,MN,I12,200226.0,162744.0,744702.0,209.0,Medium,Middle
27679,0,0.1653,8,235,SC,I11,160099.0,79517.0,330730.0,745.0,Medium,Lower-Middle
27696,0,0.2401,22,13,NC,I22,919628.0,2125896.0,6178994.0,1411.0,Small,Upper
27699,0,0.1056,4,11,IL,I27,5194675.0,223908.0,1046008.0,1280.0,Small,Middle
27701,0,-0.9859,5,59,GA,I26,11000.0,27115.0,121762.0,206.0,Medium,Low
27725,0,0.8821,3,252,GA,I22,805321.0,697424.0,2745324.0,2889.0,Large,Upper
27726,1,0.8138,21,21,GA,I22,688078.0,331922.0,1407662.0,1512.0,Small,Upper Middle
27727,1,0.1056,1,37,IL,I17,5194675.0,394339.0,1474779.0,976.0,Small,Upper Middle
27737,1,0.0858,1,19,NC,Unknown,178011.0,27070.0,115866.0,331.0,Small,Low
27740,1,0.3749,39,25,TX,I13,2368139.0,2376640.0,8179716.0,2306.0,Small,Upper
27742,0,0.1126,8,12,IN,I27,355329.0,129681.0,527091.0,563.0,Small,Lower-Middle
27746,0,0.1895,2,9,SC,Unknown,136555.0,153278.0,633234.0,1386.0,Micro,Middle
27749,0,-0.7263,7,158,ND,I27,27471.0,107185.0,436055.0,726.0,Medium,Lower-Middle
27754,1,-0.3356,6,118,LA,I21,52780.0,9379.0,41793.0,37.0,Medium,Low
27758,0,0.1056,6,26,IL,I19,5194675.0,249309.0,1061219.0,1908.0,Small,Upper Middle
27761,0,-0.9377,1,16,TX,Unknown,121730.0,19249.0,84717.0,224.0,Small,Low
27763,0,-0.0671,3,17,MI,I27,425790.0,54830.0,195253.0,274.0,Small,Low
27780,0,0.4554,27,197,MO,I12,319294.0,53665.0,211290.0,303.0,Medium,Low
27789,1,0.1011,3,505,TX,I17,4092459.0,214644.0,911623.0,1050.0,Large,Middle
27803,1,0.1056,27,59,IL,I15,5194675.0,74568.0,294711.0,554.0,Medium,Lower-Middle
27813,0,0.8643,22,26,CA,Unknown,1418788.0,365852.0,1508018.0,1680.0,Small,Upper Middle
27829,0,0.2401,1,16,NC,I17,919628.0,355685.0,1355200.0,1322.0,Small,Upper Middle
27834,0,0.2147,4,33,MO,I27,998954.0,336504.0,1331429.0,1342.0,Small,Upper Middle
27836,0,0.1056,11,24,IL,I22,5194675.0,260522.0,1134673.0,1264.0,Small,Upper Middle
27841,0,0.3918,4,12,NY,I21,1585873.0,43072.0,151095.0,123.0,Small,Low
27844,0,0.7132,40,100,MI,I13,602622.0,619732.0,2507566.0,1642.0,Medium,Upper
27852,0,-0.521,1,6,AR,Unknown,203065.0,126300.0,527581.0,1134.0,Micro,Lower-Middle
27872,0,-0.1124,26,243,MN,I27,1152425.0,225306.0,908253.0,819.0,Medium,Middle
27877,1,-0.9138,1,13,WI,I20,52410.0,51867.0,204866.0,293.0,Small,Low
27882,1,0.3197,1,193,FL,Unknown,1145956.0,223626.0,884564.0,1020.0,Medium,Middle
27905,1,0.8138,1,16,GA,I20,688078.0,298840.0,1254621.0,2103.0,Small,Upper Middle
27919,0,0.3866,4,24,MN,Unknown,508640.0,34770.0,147001.0,165.0,Small,Low
27921,0,0.292,19,33,AZ,I19,3817117.0,250189.0,1000045.0,805.0,Small,Middle
27926,0,0.5411,34,17,CA,I25,9818605.0,118695.0,622099.0,1704.0,Small,Middle
27938,0,0.3749,20,22,TX,Unknown,2368139.0,940986.0,2814889.0,1612.0,Small,Upper
27940,0,0.3085,29,25,PA,I23,183862.0,359397.0,1385475.0,1089.0,Small,Upper Middle
27944,0,0.4648,2,31,FL,I13,1320134.0,459899.0,1828981.0,2171.0,Small,Upper Middle
27952,0,0.0558,6,77,CA,I08,805235.0,1980788.0,8097044.0,3189.0,Medium,Upper
27961,0,0.4239,1,76,CA,Unknown,930450.0,184783.0,821690.0,614.0,Medium,Middle
27970,1,-0.6033,10,20,WI,I20,248007.0,240913.0,960512.0,1032.0,Small,Middle
27974,0,0.8334,1,90,CA,Unknown,94737.0,77076.0,318897.0,629.0,Medium,Lower-Middle
27996,0,0.4405,1,15,TX,Unknown,422679.0,192120.0,832012.0,1168.0,Small,Middle
28019,0,-0.3875,17,27,NC,I11,58098.0,51232.0,221392.0,556.0,Small,Low
28023,0,0.5053,22,15,SC,I22,451225.0,70723.0,280849.0,591.0,Small,Lower-Middle
28027,0,0.3413,6,14,TX,I27,1024266.0,119454.0,491795.0,1073.0,Small,Lower-Middle
28039,0,0.2655,1,69,MN,Unknown,398552.0,69053.0,288760.0,758.0,Medium,Lower-Middle
28044,0,0.292,7,2044,AZ,I16,3817117.0,121093.0,518093.0,557.0,Large,Lower-Middle
28046,0,0.0561,1,3,WI,I02,947735.0,1442090.0,4983634.0,1895.0,Micro,Upper
28051,0,-0.9347,2,53,TX,I20,774769.0,172751.0,714564.0,1020.0,Medium,Middle
28070,0,0.8138,5,11,GA,Unknown,688078.0,2060997.0,7256682.0,2643.0,Small,Upper
28089,0,-0.4896,4,117,LA,I18,221578.0,415992.0,1745621.0,2155.0,Medium,Upper Middle
28094,0,0.745,12,21,CO,I12,572003.0,1847774.0,6806610.0,3344.0,Small,Upper
28098,0,-0.1704,1,39,NC,I15,900993.0,182503.0,754864.0,1066.0,Small,Middle
28115,0,0.1011,7,60,TX,I24,4092459.0,341577.0,1405658.0,816.0,Medium,Upper Middle
28116,0,-0.2416,1,26,TX,Unknown,1809034.0,78877.0,325650.0,401.0,Small,Lower-Middle
28119,0,0.3918,32,96,NY,I07,1585873.0,2636528.0,10554875.0,5776.0,Medium,Upper
28129,0,0.8649,9,39,TN,I24,160645.0,160537.0,665262.0,1051.0,Small,Middle
28137,0,0.0173,5,16,FL,I20,73314.0,7470.0,30441.0,161.0,Small,Low
28159,1,0.4187,4,21,MD,I20,863420.0,430927.0,1710967.0,1116.0,Small,Upper Middle
28163,0,-0.1424,6,15,IL,I22,703462.0,276459.0,1068489.0,1508.0,Small,Upper Middle
28175,0,1.4919,4,3,GA,I19,214346.0,120469.0,471092.0,1197.0,Micro,Lower-Middle
28187,0,0.2229,1,56,TN,Unknown,927644.0,410539.0,1635759.0,632.0,Medium,Upper Middle
28190,0,-0.1124,26,20,MN,I02,1152425.0,825456.0,3190000.0,1490.0,Small,Upper
28193,0,0.3849,14,112,MI,I27,344791.0,287627.0,1177757.0,1647.0,Medium,Upper Middle
28194,0,0.24,3,23,TX,I01,8895.0,9013.0,36981.0,158.0,Small,Low
28197,1,0.6284,1,113,CA,Unknown,3095313.0,1101094.0,4222780.0,4235.0,Medium,Upper
28200,0,0.8845,5,18,SC,I27,262391.0,71354.0,290612.0,856.0,Small,Lower-Middle
28213,0,0.1056,7,14,IL,I13,5194675.0,3234349.0,8432663.0,1633.0,Small,Upper
28216,0,0.8253,11,23,OH,I27,1280122.0,75232.0,294525.0,506.0,Small,Lower-Middle
28243,0,0.677,6,41,CA,I06,3010232.0,1253658.0,5197226.0,4010.0,Small,Upper
28254,1,-0.6033,2,5,WI,I27,248007.0,240913.0,960512.0,1032.0,Micro,Middle
28255,0,0.1805,8,24,TX,I27,1809034.0,403437.0,1925017.0,1265.0,Small,Upper Middle
28276,0,0.5411,26,10,VA,I23,204214.0,172056.0,653770.0,773.0,Micro,Middle
28284,0,0.3749,18,38,TX,I27,1809034.0,445089.0,1778782.0,1977.0,Small,Upper Middle
28295,0,0.4215,24,62,SC,I27,384504.0,52195.0,174684.0,62.0,Medium,Low
28297,0,0.4552,3,44,OR,I12,315335.0,315255.0,1349732.0,2053.0,Small,Upper Middle
28323,1,-0.424,4,50,CA,I27,269637.0,426733.0,1759789.0,2114.0,Small,Upper Middle
28341,0,0.2884,2,39,KS,I16,544179.0,493212.0,1970824.0,1372.0,Small,Upper
28345,0,0.1056,21,12,IL,I24,5194675.0,987970.0,3109858.0,1089.0,Small,Upper
28356,1,0.9627,1,13,MI,Unknown,263801.0,244174.0,1048592.0,699.0,Small,Upper Middle
28357,1,0.6284,1,27,CA,I09,3095313.0,206097.0,861500.0,1050.0,Small,Middle
28358,0,0.2819,4,64,VA,I12,306935.0,742698.0,2259760.0,1569.0,Medium,Upper
28385,0,0.4721,1,13,CO,Unknown,600158.0,2361936.0,8215439.0,3379.0,Small,Upper
28391,0,0.7129,3,233,MI,Unknown,1820584.0,26098.0,116037.0,226.0,Medium,Low
28392,1,0.2401,2,10,NC,I27,919628.0,355685.0,1355200.0,1322.0,Micro,Upper Middle
28395,1,-0.1704,2,198,NC,I27,900993.0,339696.0,1420191.0,804.0,Medium,Upper Middle
28401,0,0.292,3,29,AZ,I11,3817117.0,375949.0,1460420.0,2114.0,Small,Upper Middle
28405,0,-0.3676,8,30,MN,I24,53887.0,10531.0,50375.0,161.0,Small,Low
28417,1,0.1056,1,20,IL,Unknown,5194675.0,132738.0,494440.0,815.0,Small,Lower-Middle
28428,0,-0.0575,2,149,IL,I13,169572.0,129012.0,535011.0,805.0,Medium,Lower-Middle
28429,0,0.8424,4,35,OH,I20,33225.0,21695.0,77900.0,127.0,Small,Low
28438,0,1.3866,6,30,GA,I20,106567.0,217957.0,835204.0,1408.0,Small,Middle
28442,0,0.1056,1,21,IL,I13,5194675.0,136873.0,583819.0,1145.0,Small,Lower-Middle
28445,0,0.5555,2,42,TX,I19,1024266.0,119682.0,466342.0,880.0,Small,Lower-Middle
28448,0,-0.2294,1,28,SD,Unknown,24097.0,46345.0,199283.0,709.0,Small,Low
28461,0,0.8253,2,17,OH,I09,1280122.0,352536.0,1527478.0,749.0,Small,Upper Middle
28463,1,0.3418,30,307,NC,Unknown,88247.0,112832.0,489627.0,405.0,Large,Lower-Middle
28473,0,0.5768,3,15,NY,I07,1339532.0,522924.0,2110422.0,2231.0,Small,Upper
28474,0,-0.8657,2,61,NC,I13,488406.0,346161.0,1305108.0,985.0,Medium,Upper Middle
28477,0,0.7798,23,101,MI,I20,136146.0,16190.0,69257.0,59.0,Medium,Low
28499,0,-0.3588,1,132,LA,Unknown,343829.0,427598.0,1719049.0,1884.0,Medium,Upper Middle
28504,0,0.1839,25,43,NY,I11,744344.0,163835.0,656421.0,919.0,Small,Middle
28516,0,0.6725,8,22,MI,I20,263801.0,146831.0,609614.0,877.0,Small,Middle
28525,0,0.4146,4,61,FL,I21,864263.0,165080.0,672358.0,677.0,Medium,Middle
28529,0,0.5768,4,536,NY,I27,1339532.0,176038.0,675442.0,984.0,Large,Middle
28534,1,1.4919,16,18,GA,Unknown,175511.0,178929.0,772382.0,1988.0,Small,Middle
28550,0,-0.2097,22,31,PA,Unknown,1223348.0,80755.0,345820.0,569.0,Small,Lower-Middle
28554,0,-1.2575,16,44,GA,I15,200549.0,186383.0,757977.0,803.0,Small,Middle
28562,1,0.1056,35,21,IL,I22,5194675.0,320798.0,1002481.0,947.0,Small,Middle
28567,0,0.1056,6,35,IL,I12,5194675.0,203663.0,858082.0,1263.0,Small,Middle
28575,0,-0.3404,1,38,AZ,I11,195751.0,10126.0,41519.0,136.0,Small,Low
28585,0,0.237,15,32,PA,I27,799874.0,31521.0,129534.0,218.0,Small,Low
28598,0,0.4868,5,71,OR,Unknown,529710.0,1253255.0,4549654.0,1475.0,Medium,Upper
28603,0,0.5041,5,21,MN,I11,91042.0,235671.0,1044594.0,701.0,Small,Middle
28604,0,0.3394,3,55,NE,I20,517110.0,316514.0,1291762.0,706.0,Medium,Upper Middle
28610,0,0.2965,22,34,MD,I11,971777.0,544567.0,2075281.0,1781.0,Small,Upper
28613,0,-0.571,7,110,ND,I22,61675.0,62422.0,274375.0,95.0,Medium,Lower-Middle
28620,0,0.3413,10,22,TX,I20,1024266.0,1024684.0,4035526.0,2507.0,Small,Upper
28635,0,0.4496,3,76,CA,I27,718451.0,85988.0,380460.0,672.0,Medium,Lower-Middle
28637,0,0.3749,9,13,TX,Unknown,2368139.0,613495.0,2412839.0,1456.0,Small,Upper
28660,0,0.5411,31,20,CA,I13,9818605.0,1438304.0,5870700.0,1151.0,Small,Upper
28662,0,0.1056,3,58,IL,I09,5194675.0,1019432.0,3793635.0,2225.0,Medium,Upper
28665,0,-0.0575,2,7,IL,I22,169572.0,693.0,3501.0,28.0,Micro,Low
28679,1,0.1839,20,51,NY,I27,744344.0,157227.0,635839.0,947.0,Medium,Middle
28687,0,0.1056,2,49,IL,Unknown,5194675.0,981652.0,3442223.0,1907.0,Small,Upper
28693,0,0.153,32,530,WA,I27,1931249.0,300240.0,1231908.0,1406.0,Large,Upper Middle
28697,1,0.6859,1,147,MI,Unknown,840978.0,193961.0,763124.0,690.0,Medium,Middle
28703,0,0.819,3,64,GA,I22,920581.0,289349.0,1202996.0,664.0,Medium,Upper Middle
28708,0,-0.2278,13,36,DE,I19,538479.0,399404.0,1566212.0,1420.0,Small,Upper Middle
28717,0,0.3211,10,66,WI,I27,52410.0,58713.0,250741.0,423.0,Medium,Low
28719,0,0.1815,4,10,IL,I09,916924.0,509927.0,1867188.0,1362.0,Micro,Upper Middle
28739,0,0.6907,19,36,MI,I13,1202362.0,180503.0,660242.0,669.0,Small,Middle
28740,0,0.8537,2,63,CA,I20,1510271.0,232708.0,931927.0,1154.0,Medium,Middle
28756,0,0.8845,2,10,SC,I20,262391.0,179263.0,749225.0,985.0,Micro,Middle
28777,1,0.3866,13,60,MN,I20,508640.0,91770.0,386914.0,342.0,Medium,Lower-Middle
28782,0,0.5411,14,27,CA,I13,9818605.0,1476205.0,5663494.0,2678.0,Small,Upper
28832,1,0.9627,1,17,MI,I19,111408.0,28545.0,138180.0,275.0,Small,Low
28850,0,0.58,10,21,GA,I27,100157.0,959.0,4434.0,40.0,Small,Low
28855,0,0.2697,7,16,CO,I12,41276.0,93929.0,397130.0,963.0,Small,Lower-Middle
28856,1,0.7062,1,18,GA,Unknown,920581.0,1913802.0,6046434.0,2572.0,Small,Upper
28857,0,-0.3356,23,18,LA,I21,96318.0,14622.0,61962.0,105.0,Small,Low
28858,0,0.1895,20,33,SC,I12,350209.0,361651.0,1494516.0,1366.0,Small,Upper Middle
28861,1,0.4868,1,15,OR,Unknown,735334.0,244448.0,1040027.0,1946.0,Small,Middle
28882,0,0.1056,5,14,IL,I12,916924.0,188485.0,774170.0,980.0,Small,Middle
28892,1,-0.4502,1,14,OR,Unknown,107667.0,90080.0,380261.0,500.0,Small,Lower-Middle
28897,1,0.1056,6,24,IL,I24,5194675.0,2368860.0,8327226.0,2501.0,Small,Upper
28912,0,0.0858,16,32,NC,I15,178011.0,180440.0,775377.0,1229.0,Small,Middle
28920,1,0.6859,25,20,MI,I20,840978.0,221316.0,905404.0,778.0,Small,Middle
28948,0,0.4125,4,23,CA,I20,1781642.0,1349826.0,5543940.0,850.0,Small,Upper
28967,0,-0.2127,26,9,WI,I20,115507.0,9100.0,37626.0,79.0,Micro,Low
28970,1,0.7129,6,7,MI,I27,1820584.0,1194416.0,4418399.0,1053.0,Micro,Upper
28979,1,0.1357,16,41,TN,I22,38335.0,94765.0,394270.0,650.0,Small,Lower-Middle
28982,1,0.7062,1,1244,GA,I19,920581.0,1913802.0,6046434.0,2572.0,Large,Upper
28996,1,0.6212,1,76,OH,I20,43784.0,46608.0,186094.0,282.0,Medium,Low
28997,0,-0.2816,20,14,WI,I27,488073.0,245833.0,961868.0,510.0,Small,Middle
29002,0,0.24,29,197,TX,I25,6703.0,22048.0,91894.0,293.0,Medium,Low
29005,1,0.8821,2,16,GA,I07,805321.0,697424.0,2745324.0,2889.0,Small,Upper
29011,0,0.7818,8,14,OH,I20,535153.0,150038.0,654928.0,366.0,Small,Middle
29023,0,-0.2531,5,51,PA,I26,320918.0,214666.0,887324.0,1174.0,Medium,Middle
29038,0,-0.1124,8,16,MN,I20,1152425.0,225306.0,908253.0,819.0,Small,Middle
29057,0,0.1056,17,21,IL,I20,703462.0,340853.0,1382721.0,1488.0,Small,Upper Middle
29058,0,0.1011,11,48,TX,I13,4092459.0,2108870.0,7211640.0,2778.0,Small,Upper
29073,0,0.1007,9,35,MO,I04,998954.0,735219.0,2832110.0,1708.0,Small,Upper
29078,1,0.8138,6,23,GA,I07,688078.0,331922.0,1407662.0,1512.0,Small,Upper Middle
29079,0,0.6907,22,17,MI,I20,1202362.0,43561.0,214703.0,448.0,Small,Low
29085,0,-0.2278,10,54,DE,I27,538479.0,71597.0,312098.0,736.0,Medium,Lower-Middle
29086,0,0.149,1,6,TX,Unknown,2368139.0,545086.0,1985098.0,1871.0,Micro,Upper
29092,0,0.4731,1,35,FL,Unknown,602095.0,85400.0,337647.0,322.0,Small,Lower-Middle
29100,0,-0.6972,5,36,TX,I02,800647.0,191307.0,788272.0,1873.0,Small,Middle
29120,0,0.8138,12,16,GA,I23,132403.0,125954.0,523254.0,521.0,Small,Lower-Middle
29122,0,-0.7831,13,129,WI,I20,101633.0,72986.0,307767.0,369.0,Medium,Lower-Middle
